deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-3424,trademark,TM-0159,CL-0438,maintenance,03/13/2025,Maintenance for trademark TM-0159,low,cancelled,,,,4703.51,,10-06-2022,2024-01-17
DL-3425,trademark,TM-0160,CL-0278,maintenance,18 April 2027,Maintenance for trademark TM-0160,low,pending,yes,,,,,2023-05-30,10-08-2024
DL-3426,trademark,TM-0161,CL-0095,maintenance,07-10-2027,Maintenance for trademark TM-0161,urgent,completed,,24-11-2023,George Gonzalez,511.33,,27/11/2021,20/07/2024
DL-3427,trademark,TM-0161,CL-0095,opposition response,12/11/2025,Opposition Response for trademark TM-0161 - Response to office action required,urgent,overdue,,,,4021.02,Legacy deadline record,22/02/2022,
DL-3428,trademark,TM-0161,CL-0095,opposition response,06 June 2025,Opposition Response for trademark TM-0161 - Response to office action required,high,cancelled,,,,,,2020/02/05,08/09/2024
DL-3429,trademark,TM-0161,CL-0095,maintenance,03-07-2024,Maintenance for trademark TM-0161,urgent,cancelled,,,,,,"July 14, 2023",11/22/2023
DL-3430,trademark,TM-0162,CL-0413,declaration,"August 05, 2024",Declaration for trademark TM-0162,normal,pending,N,,,,,20/05/2021,
DL-3431,trademark,TM-0163,CL-0032,opposition response,2024-05-20,Opposition Response for trademark TM-0163 - Response to office action required,high,overdue,,,,3512.24,,2020-08-01,
DL-3432,trademark,TM-0163,CL-0032,renewal,01-12-2030,Renewal for trademark TM-0163 - Fee payment required,normal,pending,,,,3540.4,,04/08/20,"August 04, 2023"
DL-3433,trademark,TM-0164,CL-0077,statement of use,26 October 2026,Statement Of Use for trademark TM-0164,high,completed,,"May 31, 2023",Brian Green,1301.54,,2021-08-18,
DL-3434,trademark,TM-0164,CL-0077,opposition response,2024/12/30,Opposition Response for trademark TM-0164 - Response to office action required,critical,cancelled,,,,1199.03,Legacy deadline record,16/05/19,2023/04/12
DL-3435,trademark,TM-0164,CL-0077,statement of use,2026/02/16,Statement Of Use for trademark TM-0164,normal,overdue,,,,1390.11,,13/10/23,
DL-3436,trademark,TM-0164,CL-0077,opposition response,2024/03/31,Opposition Response for trademark TM-0164 - Response to office action required,urgent,pending,N,,,4622.74,,2019/02/06,
DL-3437,trademark,TM-0165,CL-0374,opposition response,25/03/24,Opposition Response for trademark TM-0165 - Response to office action required,critical,pending,,,,,,12-28-2020,2024-08-08
DL-3438,trademark,TM-0165,CL-0374,maintenance,02/23/25,Maintenance for trademark TM-0165,medium,completed,,10/30/23,Ronald Martin,1288.44,,"January 17, 2018",
DL-3439,trademark,TM-0166,CL-0454,maintenance,28/12/26,Maintenance for trademark TM-0166,low,overdue,,,,,,10-31-2018,
DL-3440,trademark,TM-0167,CL-0010,statement of use,10/29/2026,Statement Of Use for trademark TM-0167,urgent,cancelled,,,,2176.44,,"November 24, 2022",
DL-3441,trademark,TM-0167,CL-0010,opposition response,02 April 2025,Opposition Response for trademark TM-0167 - Response to office action required,medium,completed,,2024/09/09,Paul Rodriguez,3071.56,,01/03/20,02-18-2023
DL-3442,trademark,TM-0167,CL-0010,declaration,16/02/27,Declaration for trademark TM-0167,urgent,completed,,2024-10-02,Donna Jones,,Legacy deadline record,03/10/23,
DL-3443,trademark,TM-0167,CL-0010,statement of use,17 July 2025,Statement Of Use for trademark TM-0167,high,cancelled,,,,3607.05,,01-28-2021,2024/03/20
DL-3444,trademark,TM-0168,CL-0152,declaration,07/01/27,Declaration for trademark TM-0168,critical,completed,,15/06/2024,Ruth Cruz,3437.17,,2023/06/21,
DL-3445,trademark,TM-0168,CL-0152,maintenance,2025/06/04,Maintenance for trademark TM-0168,low,pending,N,,,3725.02,Legacy deadline record,28/06/2019,
DL-3446,trademark,TM-0168,CL-0152,statement of use,06-13-2026,Statement Of Use for trademark TM-0168,critical,completed,,"October 25, 2023",Deborah Rivera,563.37,,04-09-2021,
DL-3447,trademark,TM-0168,CL-0152,opposition response,06/17/2025,Opposition Response for trademark TM-0168 - Response to office action required,low,pending,,,,,,N/A,2024-05-09
DL-3448,trademark,TM-0169,CL-0237,declaration,05/02/2025,Declaration for trademark TM-0169,high,overdue,,,,2565.28,,05/11/2018,
DL-3449,trademark,TM-0169,CL-0237,maintenance,"September 09, 2026",Maintenance for trademark TM-0169,urgent,pending,yes,,,3956.92,,06/25/2020,
DL-3450,trademark,TM-0169,CL-0237,opposition response,06-09-2025,Opposition Response for trademark TM-0169 - Response to office action required,normal,pending,Y,,,2653.92,,27/06/20,
DL-3451,trademark,TM-0169,CL-0237,opposition response,05-26-2024,Opposition Response for trademark TM-0169 - Response to office action required,normal,completed,,03/11/23,Edward Clark,,,09-27-2020,10/03/2023
DL-3452,trademark,TM-0170,CL-0098,opposition response,17/08/2025,Opposition Response for trademark TM-0170 - Response to office action required,urgent,completed,,2024/06/27,Sarah Miller,1837.13,,23-07-2022,
DL-3453,trademark,TM-0171,CL-0421,opposition response,12/24/25,Opposition Response for trademark TM-0171 - Response to office action required,normal,completed,,12/10/2024,Paul Mitchell,4677.55,,2019/01/25,04/15/23
DL-3454,trademark,TM-0171,CL-0421,maintenance,10-11-2024,Maintenance for trademark TM-0171,urgent,cancelled,,,,133.83,,17/11/20,
DL-3455,trademark,TM-0171,CL-0421,opposition response,15/01/24,Opposition Response for trademark TM-0171 - Response to office action required,high,completed,,2023-06-26,Richard Edwards,1658.84,,2022-02-23,07-01-2024
DL-3456,trademark,TM-0171,CL-0421,declaration,23-02-2025,Declaration for trademark TM-0171,low,overdue,,,,,,04/03/2018,07-07-2023
DL-3457,trademark,TM-0172,CL-0262,declaration,2027/11/30,Declaration for trademark TM-0172,normal,overdue,,,,3570.69,,02 March 2019,02/11/23
DL-3458,trademark,TM-0172,CL-0262,renewal,01-07-2025,Renewal for trademark TM-0172 - Fee payment required,medium,overdue,,,,442.28,,01-01-2023,"February 17, 2023"
DL-3459,trademark,TM-0173,CL-0450,opposition response,10/16/2024,Opposition Response for trademark TM-0173 - Response to office action required,medium,completed,,"September 12, 2024",James Young,4714.97,,09-12-2022,
DL-3460,trademark,TM-0173,CL-0450,opposition response,01-18-2025,Opposition Response for trademark TM-0173 - Response to office action required,low,cancelled,,,,3776.05,,07/22/2018,
DL-3461,trademark,TM-0173,CL-0450,statement of use,26 June 2027,Statement Of Use for trademark TM-0173,normal,cancelled,,,,4942.21,,02/14/2018,
DL-3462,trademark,TM-0173,CL-0450,maintenance,16/10/24,Maintenance for trademark TM-0173,medium,pending,N,,,1868.01,Legacy deadline record,07/16/2023,
DL-3463,trademark,TM-0174,CL-0157,opposition response,2024-05-01,Opposition Response for trademark TM-0174 - Response to office action required,low,completed,,11/09/23,Donna Lopez,3374.14,,07/11/2020,
DL-3464,trademark,TM-0174,CL-0157,renewal,2030-02-11,Renewal for trademark TM-0174 - Fee payment required,critical,overdue,,,,,Legacy deadline record,18/07/2020,
DL-3465,trademark,TM-0174,CL-0157,opposition response,10-23-2025,Opposition Response for trademark TM-0174 - Response to office action required,low,cancelled,,,,4862.35,,"May 31, 2021",09/25/2024
DL-3466,trademark,TM-0175,CL-0070,statement of use,06/12/2027,Statement Of Use for trademark TM-0175,medium,cancelled,,,,2990.19,,12/17/18,06/05/2024
DL-3467,trademark,TM-0175,CL-0070,maintenance,03-11-2024,Maintenance for trademark TM-0175,normal,completed,,29 June 2023,Ruth Evans,2394.99,Legacy deadline record,04/08/21,
DL-3468,trademark,TM-0175,CL-0070,maintenance,01-29-2025,Maintenance for trademark TM-0175,critical,overdue,,,,,Legacy deadline record,"March 10, 2020",15/07/2023
DL-3469,trademark,TM-0175,CL-0070,declaration,23/12/25,Declaration for trademark TM-0175,critical,cancelled,,,,907.86,Legacy deadline record,1900-01-01,
DL-3470,trademark,TM-0176,CL-0150,opposition response,"June 10, 2025",Opposition Response for trademark TM-0176 - Response to office action required,low,completed,,26/12/24,Brian Garcia,1459.44,,10 November 2022,09/24/2024
DL-3471,trademark,TM-0176,CL-0150,statement of use,07/27/2025,Statement Of Use for trademark TM-0176,normal,cancelled,,,,2019.02,Legacy deadline record,2018/06/11,
DL-3472,trademark,TM-0177,CL-0363,renewal,07/16/30,Renewal for trademark TM-0177 - Fee payment required,critical,completed,,01/03/2023,Anthony Hernandez,282.42,,03/17/2021,
DL-3473,trademark,TM-0177,CL-0363,maintenance,07-05-2025,Maintenance for trademark TM-0177,high,completed,,23/02/23,Jennifer White,,,08-29-2018,"January 18, 2023"
DL-3474,trademark,TM-0177,CL-0363,statement of use,2027/10/30,Statement Of Use for trademark TM-0177,medium,completed,,25-11-2023,Jason Jones,,,2019-06-22,
DL-3475,trademark,TM-0177,CL-0363,opposition response,17 May 2025,Opposition Response for trademark TM-0177 - Response to office action required,urgent,cancelled,,,,,,00/00/0000,16 March 2023
DL-3476,trademark,TM-0178,CL-0166,opposition response,06/08/24,Opposition Response for trademark TM-0178 - Response to office action required,critical,completed,,2024-05-27,Elizabeth Gomez,,Legacy deadline record,06/30/21,
DL-3477,trademark,TM-0178,CL-0166,statement of use,27/12/2027,Statement Of Use for trademark TM-0178,high,completed,,08 June 2024,Jason Murphy,,Legacy deadline record,2021-09-29,
DL-3478,trademark,TM-0178,CL-0166,renewal,"May 01, 2025",Renewal for trademark TM-0178 - Fee payment required,low,overdue,,,,,,08-19-2018,
DL-3479,trademark,TM-0178,CL-0166,statement of use,22-08-2027,Statement Of Use for trademark TM-0178,high,overdue,,,,2998.23,,08-10-2018,
DL-3480,trademark,TM-0179,CL-0101,statement of use,06/20/2025,Statement Of Use for trademark TM-0179,high,pending,N,,,1256.84,,18-05-2023,
DL-3481,trademark,TM-0179,CL-0101,opposition response,2025/01/31,Opposition Response for trademark TM-0179 - Response to office action required,critical,completed,,28/12/23,Barbara Murphy,2624.02,Legacy deadline record,"July 19, 2022",
DL-3482,trademark,TM-0180,CL-0215,maintenance,2026/03/04,Maintenance for trademark TM-0180,normal,completed,,04/21/24,William Hernandez,786.14,,05/12/2019,
DL-3483,trademark,TM-0180,CL-0215,statement of use,02/02/24,Statement Of Use for trademark TM-0180,critical,cancelled,,,,,Legacy deadline record,"July 19, 2023",
DL-3484,trademark,TM-0181,CL-0474,statement of use,03/10/27,Statement Of Use for trademark TM-0181,high,completed,,20 August 2023,Nancy Perez,,Legacy deadline record,2019-08-10,
DL-3485,trademark,TM-0181,CL-0474,declaration,"January 23, 2027",Declaration for trademark TM-0181,urgent,cancelled,,,,,,2023-10-12,2024/08/26
DL-3486,trademark,TM-0181,CL-0474,declaration,23/01/24,Declaration for trademark TM-0181,normal,overdue,,,,1871.25,,2020-01-07,01/05/23
DL-3487,trademark,TM-0181,CL-0474,renewal,2024-05-18,Renewal for trademark TM-0181 - Fee payment required,low,completed,,16/06/24,Kevin Lewis,3707.58,,2018-04-10,
DL-3488,trademark,TM-0182,CL-0078,declaration,13 May 2024,Declaration for trademark TM-0182,critical,cancelled,,,,379.42,,13/09/22,
DL-3489,trademark,TM-0182,CL-0078,declaration,04/01/27,Declaration for trademark TM-0182,critical,overdue,,,,4220.36,Legacy deadline record,29/05/18,01-25-2024
DL-3490,trademark,TM-0182,CL-0078,opposition response,07 May 2024,Opposition Response for trademark TM-0182 - Response to office action required,medium,cancelled,,,,305.64,,"September 08, 2020",TBD
DL-3491,trademark,TM-0183,CL-0297,statement of use,12-27-2026,Statement Of Use for trademark TM-0183,high,pending,N,,,,,2021/05/09,18-12-2023
DL-3492,trademark,TM-0183,CL-0297,declaration,01/25/24,Declaration for trademark TM-0183,high,completed,,"May 18, 2023",Betty Wilson,,,"April 03, 2022",
DL-3493,trademark,TM-0183,CL-0297,renewal,03-12-2030,Renewal for trademark TM-0183 - Fee payment required,urgent,overdue,,,,3855.5,,Unknown,
DL-3494,trademark,TM-0184,CL-0064,declaration,17-04-2026,Declaration for trademark TM-0184,high,cancelled,,,,,,2019/05/06,
DL-3495,trademark,TM-0184,CL-0064,renewal,"July 17, 2025",Renewal for trademark TM-0184 - Fee payment required,urgent,cancelled,,,,654.52,Legacy deadline record,10/01/2023,04/19/2023
DL-3496,trademark,TM-0184,CL-0064,statement of use,09 November 2025,Statement Of Use for trademark TM-0184,critical,overdue,,,,1738.57,,26/06/23,"September 26, 2024"
DL-3497,trademark,TM-0185,CL-0323,declaration,2025/08/03,Declaration for trademark TM-0185,urgent,completed,,13/07/24,Elizabeth Carter,4996.29,,30/01/2022,
DL-3498,trademark,TM-0185,CL-0323,declaration,05/29/2026,Declaration for trademark TM-0185,urgent,cancelled,,,,,,"December 10, 2021","September 25, 2023"
DL-3499,trademark,TM-0185,CL-0323,opposition response,1900-01-01,Opposition Response for trademark TM-0185 - Response to office action required,high,cancelled,,,,2819.22,,"June 19, 2022","May 17, 2023"
DL-3500,trademark,TM-0185,CL-0323,declaration,03-19-2024,Declaration for trademark TM-0185,medium,pending,no,,,,,2020-07-05,
DL-3501,trademark,TM-0186,CL-0368,renewal,22/09/25,Renewal for trademark TM-0186 - Fee payment required,high,cancelled,,,,,Legacy deadline record,07-12-2020,2024-06-15
DL-3502,trademark,TM-0186,CL-0368,maintenance,17 March 2024,Maintenance for trademark TM-0186,medium,pending,Y,,,1407.7,,26 May 2021,Unknown
DL-3503,trademark,TM-0186,CL-0368,statement of use,02/20/24,Statement Of Use for trademark TM-0186,normal,completed,,20/05/23,Andrew Rodriguez,2224.89,Legacy deadline record,11/13/19,01-29-2023
DL-3504,trademark,TM-0187,CL-0130,statement of use,N/A,Statement Of Use for trademark TM-0187,low,completed,,17/09/23,Joseph Nelson,4066.18,,18-08-2018,2023-07-09
DL-3505,trademark,TM-0187,CL-0130,declaration,"May 21, 2024",Declaration for trademark TM-0187,urgent,cancelled,,,,192.92,,12/31/2022,05 November 2023
DL-3506,trademark,TM-0187,CL-0130,opposition response,25/02/2024,Opposition Response for trademark TM-0187 - Response to office action required,urgent,completed,,12-09-2024,Anthony King,1719.32,Legacy deadline record,1900-01-01,"April 05, 2023"
DL-3507,trademark,TM-0187,CL-0130,maintenance,2025/07/26,Maintenance for trademark TM-0187,high,pending,yes,,,4844.4,,"September 22, 2019",03/26/24
DL-3508,trademark,TM-0188,CL-0272,declaration,05/24/2026,Declaration for trademark TM-0188,high,cancelled,,,,2703.3,Legacy deadline record,2021/12/01,N/A
DL-3509,trademark,TM-0188,CL-0272,maintenance,21/04/2024,Maintenance for trademark TM-0188,high,cancelled,,,,523.2,,10/12/19,
DL-3510,trademark,TM-0188,CL-0272,statement of use,15/03/24,Statement Of Use for trademark TM-0188,urgent,overdue,,,,,Legacy deadline record,2020-03-30,
DL-3511,trademark,TM-0188,CL-0272,maintenance,27 March 2024,Maintenance for trademark TM-0188,critical,pending,yes,,,1789.82,Legacy deadline record,08-10-2023,2023-07-16
DL-3512,trademark,TM-0189,CL-0305,statement of use,2025-04-15,Statement Of Use for trademark TM-0189,normal,overdue,,,,2790.29,,11/28/2022,26/01/24
DL-3513,trademark,TM-0189,CL-0305,maintenance,08/28/24,Maintenance for trademark TM-0189,high,cancelled,,,,,,Unknown,"July 01, 2024"
DL-3514,trademark,TM-0189,CL-0305,declaration,01/09/2027,Declaration for trademark TM-0189,medium,pending,yes,,,,,04/04/2023,
DL-3515,trademark,TM-0190,CL-0048,opposition response,2025/07/11,Opposition Response for trademark TM-0190 - Response to office action required,normal,completed,,04 October 2024,Anthony Parker,1652.66,,13/05/20,
DL-3516,trademark,TM-0190,CL-0048,declaration,03/22/24,Declaration for trademark TM-0190,high,overdue,,,,,,N/A,
DL-3517,trademark,TM-0190,CL-0048,maintenance,21 October 2024,Maintenance for trademark TM-0190,urgent,overdue,,,,2033.27,,07-09-2021,
DL-3518,trademark,TM-0191,CL-0473,statement of use,03/26/24,Statement Of Use for trademark TM-0191,medium,completed,,2024-08-21,Mark Smith,,Legacy deadline record,23/04/2020,
DL-3519,trademark,TM-0192,CL-0227,statement of use,1900-01-01,Statement Of Use for trademark TM-0192,normal,overdue,,,,934.68,Legacy deadline record,03-18-2020,
DL-3520,trademark,TM-0192,CL-0227,maintenance,"November 21, 2024",Maintenance for trademark TM-0192,normal,cancelled,,,,2570.34,,29/06/22,
DL-3521,trademark,TM-0193,CL-0366,declaration,03/26/24,Declaration for trademark TM-0193,critical,pending,yes,,,562.48,,2018/06/13,2024/08/31
DL-3522,trademark,TM-0194,CL-0235,declaration,08-29-2027,Declaration for trademark TM-0194,normal,overdue,,,,4550.14,,13/09/23,
DL-3523,trademark,TM-0194,CL-0235,statement of use,11-07-2024,Statement Of Use for trademark TM-0194,urgent,overdue,,,,1079.52,Legacy deadline record,11 July 2019,"December 18, 2024"
DL-3524,trademark,TM-0195,CL-0253,renewal,2024-05-31,Renewal for trademark TM-0195 - Fee payment required,high,completed,,2024/07/28,Nancy Hernandez,,,12/19/2019,2023/03/21
DL-3525,trademark,TM-0196,CL-0133,maintenance,2024/09/18,Maintenance for trademark TM-0196,urgent,overdue,,,,,,2019-05-12,
DL-3526,trademark,TM-0197,CL-0395,statement of use,02 January 2025,Statement Of Use for trademark TM-0197,high,overdue,,,,,,12/01/2019,
DL-3527,trademark,TM-0197,CL-0395,maintenance,24/10/2027,Maintenance for trademark TM-0197,low,overdue,,,,527.2,,01/20/2018,01/11/24
DL-3528,trademark,TM-0197,CL-0395,renewal,2029-09-12,Renewal for trademark TM-0197 - Fee payment required,normal,completed,,"July 12, 2024",Elizabeth Mitchell,,,22/04/22,
DL-3529,trademark,TM-0197,CL-0395,statement of use,00/00/0000,Statement Of Use for trademark TM-0197,low,cancelled,,,,2933.59,,02-13-2020,
DL-3530,trademark,TM-0198,CL-0339,opposition response,13/02/25,Opposition Response for trademark TM-0198 - Response to office action required,normal,cancelled,,,,4360.26,,01/01/22,29/03/2024
DL-3531,trademark,TM-0198,CL-0339,opposition response,12/11/25,Opposition Response for trademark TM-0198 - Response to office action required,medium,pending,yes,,,,,12-03-2021,01/06/2023
DL-3532,trademark,TM-0198,CL-0339,maintenance,04/18/2027,Maintenance for trademark TM-0198,medium,overdue,,,,313.99,,2020/11/18,
