tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0637,CL-0140,TECHVISION865,logo,Trademark for TECHVISION865,Pharmaceutical preparations,"16,42","27.05.01, 26.01.03",87/805750,6865679,2018/08/14,02/18/2019,2022-06-27,,,,USA,USPTO,abandoned,,1(a),"October 21, 2017",11/24/18,ATT-5263,TM-INT-4080,2741.2,7744.67,03/31/19,,
TM-0638,CL-0285,INNOVATECH,combined,Trademark for INNOVATECH,Computer software and hardware,"3,5","27.05.01, 26.01.03",88/416405,5539872,"December 10, 2023",,07/12/2020,,,,USA,USPTO,registered,,intent-to-use,,,,,10013.53,11718.91,02/09/22,,
TM-0639,CL-0493,GREENTECH,logo,Trademark for GREENTECH,Construction materials,"32,28",,88/499711,6809706,Unknown,,18/11/2024,"November 26, 2022",2029/03/13,02-12-2033,CN,CNIPA,published,,,,,,TM-INT-2631,3609.27,,07-17-2018,14/07/2023,
TM-0640,CL-0020,AUTOTECH,composite,,Financial services,"25,5",,90/536655,,29/04/2021,,06/17/2024,,,,GB,UKIPO,published,,,,,ATT-1056,TM-INT-8843,,5188.13,"January 29, 2023",,
TM-0641,CL-0032,CARTECH656,design,Trademark for CARTECH656,Financial services,"12,28,20",,87/997971,,02/01/22,,,08-26-2020,2029/08/25,11 October 2030,GB,UKIPO,opposed,,,,,ATT-1197,,14967.61,9806.49,2019/06/24,27/10/2024,
TM-0642,CL-0093,SMARTSYS,design,Trademark for SMARTSYS,Automotive parts,"35, 10, 9",,90/641852,,"January 02, 2020",,,03/08/2022,06/07/2027,06-15-2031,CN,CNIPA,abandoned,,,,,ATT-1980,,12147.88,5808.67,08-30-2022,,
TM-0643,CL-0098,INNOVATEX,composite,,Clothing and apparel,"12, 16, 28",,89/185132,5340201,09/19/2018,,,,,,Europe,EUIPO,published,,,,,,,8209.37,7383.91,2023-04-25,,
TM-0644,CL-0127,TECHSTREAM278,logo,Trademark for TECHSTREAM278,Telecommunications services,"1,11",,90/889084,,04/05/21,,2021/12/26,,,,USA,USPTO,published,,1(b),,,,TM-INT-4636,11887.79,8694.44,27-02-2020,,
TM-0645,CL-0128,ORGANIC406,word,,Construction materials,44,,87/647838,,2018/09/20,01/09/18,,,,,US,USPTO,opposed,,,,,ATT-8335,TM-INT-5324,10624.82,10007.53,13-08-2019,,
TM-0646,CL-0003,TECHSTREAM,combined,Trademark for TECHSTREAM,Pharmaceutical preparations,"42, 38","27.05.01, 26.01.03",88/540525,,22/07/2018,08/02/18,,,,,United States,USPTO,expired,,,,,,TM-INT-2902,,10335.11,30/04/20,,
TM-0647,CL-0422,SYSTEMCORE808,composite,,Educational services,"29,30",,90/895531,,2023-02-10,,,,,,EU,EUIPO,published,,,,,ATT-1227,,8463.6,,"January 06, 2019",2024-11-16,
TM-0648,CL-0047,CARTECH,word,,Pharmaceutical preparations,"32, 25, 30",,89/922115,,15/01/21,2018/01/17,,07-16-2022,2027/01/21,06/12/2034,Europe,EUIPO,published,15 June 2024,,,,ATT-8349,TM-INT-4556,11364.44,,"February 25, 2023",,
TM-0649,CL-0407,ADVANCEDSYS,word,,Clothing and apparel,"35,17",,90/739337,6762832,14/11/20,,12/02/2022,06/08/23,11/03/28,24 July 2028,United States,USPTO,cancelled,,1(b),,,ATT-4255,TM-INT-7348,8251.08,,2019/02/04,,
TM-0650,CL-0071,FUTURETECH,,,Automotive parts,29,,90/143695,,00/00/0000,,,26-07-2022,09/08/2029,07/30/29,DE,DPMA,registered,,,,,ATT-3213,TM-INT-4011,6830.51,,"April 18, 2022",,Legacy trademark record
TM-0651,CL-0029,NOVALUX893,composite,,Computer software and hardware,"41,36,25",,90/825348,,01/04/19,2019-10-23,"October 23, 2024",06/13/23,2029-12-16,14 April 2031,United States,USPTO,pending,,1(b),,,,TM-INT-7567,10914.47,,13/12/18,,
TM-0652,CL-0128,DATAFLOW22,word,,Educational services,41,,87/978533,,30 November 2023,28/07/2018,,,,,USA,USPTO,pending,,,,,ATT-6586,,4488.94,,2021-06-28,,
TM-0653,CL-0454,DRIVETEC,design,Trademark for DRIVETEC,Pharmaceutical preparations,"5,19",,90/739272,5249145,11/01/18,,2021/05/31,,,,GB,UKIPO,published,,,,,ATT-7018,TM-INT-8710,,6124.02,22/02/19,,
TM-0654,CL-0455,DRIVETEC,combined,Trademark for DRIVETEC,Clothing and apparel,"16,42",,90/734350,6764419,01/28/2023,,,,,,GB,UKIPO,abandoned,,,,,,TM-INT-4843,14084.82,5755.0,14/10/20,2024/08/08,
TM-0655,CL-0032,MOTORPRO,design,Trademark for MOTORPRO,Medical devices,3,"27.05.01, 26.01.03",90/248346,,04/03/2019,"August 14, 2019",02/06/2020,,,,JP,JPO,opposed,,,,,,TM-INT-7340,,,25-12-2019,,
TM-0656,CL-0122,SPEEDWAY,composite,,Medical devices,"44, 18, 38",,88/298579,,"June 02, 2021",TBD,,,,,US,USPTO,cancelled,,1(a),,,ATT-4750,TM-INT-2809,13170.5,,24-03-2018,,
TM-0657,CL-0062,INNOVATECH,combined,Trademark for INNOVATECH,Pharmaceutical preparations,"44,17",,88/637216,5858477,02/17/2022,,,03/09/21,27/06/2025,2033/10/26,DE,DPMA,pending,,,,,ATT-7931,TM-INT-6416,11723.96,,04/28/19,,
TM-0658,CL-0089,HEALTHPRO,word,,Computer software and hardware,"10,35,41",,89/147190,6225493,"August 17, 2020",,,,,,CN,CNIPA,opposed,,,,,,TM-INT-7829,4210.57,,"April 06, 2019",04-03-2023,
TM-0659,CL-0245,INNOVATECH71,combined,Trademark for INNOVATECH71,Construction materials,11,"27.05.01, 26.01.03",89/530794,5613983,17-03-2018,,,2021/02/12,TBD,00/00/0000,US,USPTO,published,,1(b),,,ATT-3094,TM-INT-3378,3182.82,11191.65,2021/05/07,,
TM-0660,CL-0247,AUTOTECH,combined,Trademark for AUTOTECH,Computer software and hardware,"3, 21",,89/796565,,2019/12/16,,02/12/19,06/10/2024,04/08/28,05-31-2028,US,USPTO,abandoned,,use-in-commerce,23/11/2022,28-04-2022,ATT-5405,TM-INT-8318,4634.8,11509.86,20 November 2023,,
TM-0661,CL-0499,SPEEDWAY,logo,Trademark for SPEEDWAY,Clothing and apparel,"38,5,36",,87/731142,6267103,29 May 2021,03/21/2021,25-06-2019,Unknown,2025-06-11,21 December 2031,EU,EUIPO,opposed,,,,,ATT-3199,TM-INT-3367,,,2022/01/06,,
TM-0662,CL-0206,SMARTSYS796,combined,Trademark for SMARTSYS796,Clothing and apparel,12,,89/803369,,2020-11-23,26/07/2019,09-09-2021,,,,EU,EUIPO,registered,,,,,ATT-3011,TM-INT-3467,,,03/03/18,,
TM-0663,CL-0463,INNOVATEX,word,,Pharmaceutical preparations,10,,90/229591,6580048,2019/11/11,,01/11/2020,,,,US,USPTO,cancelled,,use-in-commerce,,,,TM-INT-8164,10190.16,5013.55,30 July 2022,,
TM-0664,CL-0073,TECHSTREAM,design,Trademark for TECHSTREAM,Automotive parts,44,"27.05.01, 26.01.03",90/165664,,09-09-2020,,,,,,United States,USPTO,expired,,use-in-commerce,,,,TM-INT-9142,14131.65,2733.04,Unknown,,Legacy trademark record
TM-0665,CL-0123,AUTOTECH,design,Trademark for AUTOTECH,Food and beverages,18,"27.05.01, 26.01.03",88/152938,5184045,28/04/23,,01/15/21,,,,USA,USPTO,opposed,,intent-to-use,,,,,8167.08,,10/05/20,,
TM-0666,CL-0357,CYBERSHIELD688,composite,,Pharmaceutical preparations,"36,35",,87/508692,5271316,22 October 2023,N/A,01/21/2022,,,,DE,DPMA,opposed,,,,,,TM-INT-8457,1740.43,,2018/02/24,,
TM-0667,CL-0115,ORGANIC,,,Food and beverages,"36, 16",,90/958401,5170181,02-14-2019,,"September 27, 2021",07-15-2023,2030-07-13,20/04/2033,GB,UKIPO,expired,,,,,ATT-2692,TM-INT-7293,1382.16,,2020/01/05,05/08/24,Legacy trademark record
TM-0668,CL-0496,NEXGEN370,combined,Trademark for NEXGEN370,Educational services,17,,88/156666,,16/03/22,,,,,,Europe,EUIPO,expired,,,,,ATT-8458,,8291.17,,01-08-2020,1900-01-01,Legacy trademark record
TM-0669,CL-0454,SPEEDWAY880,,,Educational services,"5,12",,87/466995,,"November 25, 2020",,03-06-2020,,,,Europe,EUIPO,cancelled,,,,,,TM-INT-1480,8656.04,,03/19/2019,25/01/23,
TM-0670,CL-0065,INNOVATECH,design,Trademark for INNOVATECH,Pharmaceutical preparations,"1,3",,89/446509,,26/02/2020,04/06/2020,"December 14, 2020",18/09/24,03-08-2029,08/24/31,DE,DPMA,expired,,,,,ATT-8587,,,10397.61,09/04/20,,
TM-0671,CL-0351,FUTURETECH108,logo,Trademark for FUTURETECH108,Educational services,45,,90/105448,,06/25/2023,,08-03-2020,,,,Europe,EUIPO,pending,,,,,,TM-INT-5009,14172.01,10312.3,2022/06/15,01-12-2024,
TM-0672,CL-0107,ADVANCEDSYS,,,Clothing and apparel,"29, 19, 42",,89/157428,,20/08/2022,2020/04/10,06-25-2019,30 September 2021,01/16/2027,17/10/34,CN,CNIPA,abandoned,,,,,ATT-1294,TM-INT-8218,12585.44,3176.66,01/04/23,30/11/2024,
TM-0673,CL-0122,INNOVATEX,design,Trademark for INNOVATEX,Automotive parts,29,"27.05.01, 26.01.03",88/205720,,2018/05/12,,,08/12/2022,24/05/28,2033/02/10,CN,CNIPA,published,27/05/2024,,,,ATT-9436,TM-INT-9812,11134.12,,19/11/23,,
TM-0674,CL-0231,TECHMASTER,,,Telecommunications services,"10,5",,89/916066,,11/05/2018,,27/03/2023,,,,JP,JPO,expired,,,,,ATT-4805,,1238.86,,10-08-2020,,
TM-0675,CL-0042,MEDTECH,composite,,Medical devices,"20,3,30",,87/524387,,06-03-2023,00/00/0000,09/10/22,28-10-2023,03/28/26,26/03/2030,United States,USPTO,abandoned,,1(a),,,ATT-4589,TM-INT-9305,4018.21,7281.85,29 October 2022,,Legacy trademark record
TM-0676,CL-0211,INNOVATEX,,,Automotive parts,"38,11,9",,89/888998,,N/A,,01/17/24,,,,JP,JPO,opposed,,,,,ATT-3601,TM-INT-8602,13326.3,,27/10/23,20 January 2024,
TM-0677,CL-0171,WELLNESS559,,,Food and beverages,11,,90/522823,6919163,05/09/2020,2022-09-08,07/11/19,,,,JP,JPO,opposed,,,,,ATT-9755,TM-INT-8416,6368.63,,"August 23, 2022",,Legacy trademark record
TM-0678,CL-0192,BIOSAFE680,,,Automotive parts,"35,10",,90/599699,,2018/10/14,11/26/2022,2021-04-27,"April 22, 2022",20 March 2026,07-10-2033,USA,USPTO,abandoned,,intent-to-use,,,,TM-INT-2669,,6967.67,"March 24, 2019",,
TM-0679,CL-0364,FUTURETECH,design,Trademark for FUTURETECH,Pharmaceutical preparations,35,"27.05.01, 26.01.03",90/955450,6287547,14/04/2020,,,04-17-2020,11/01/2028,04-30-2034,Europe,EUIPO,published,2024/03/13,,,,ATT-5123,TM-INT-7981,,7535.95,2023/04/20,20-12-2024,
TM-0680,CL-0413,DATATECH,logo,Trademark for DATATECH,Financial services,"12,18",,87/491165,6317129,2020/09/01,,,,,,DE,DPMA,opposed,,,,,ATT-6248,TM-INT-4632,4072.71,,2023-08-12,05-27-2024,
TM-0681,CL-0478,TECHMASTER,combined,Trademark for TECHMASTER,Financial services,1,,90/334273,5977988,02 January 2023,2020/08/29,,,,,DE,DPMA,expired,,,,,ATT-4495,,12487.23,4812.21,23/02/2018,,
TM-0682,CL-0206,CYBERTECH509,logo,Trademark for CYBERTECH509,Food and beverages,12,"27.05.01, 26.01.03",88/337138,,30/04/2021,,2022-12-15,09/11/20,06/22/29,10/23/28,Europe,EUIPO,expired,,,,,ATT-8361,TM-INT-8078,5026.69,7135.13,2022-07-12,,Legacy trademark record
TM-0683,CL-0430,WELLNESS,word,,Automotive parts,"25,42",,88/865901,,15 October 2018,,02/03/2024,12-09-2022,20/02/29,08/08/2029,GB,UKIPO,pending,,,,,,TM-INT-3667,,9934.6,"June 14, 2022",,
TM-0684,CL-0284,INNOVATEX,word,,Food and beverages,30,,90/629172,,01-05-2021,2022-05-14,07 April 2023,04/05/2022,21/08/2027,03-23-2032,United States,USPTO,registered,,,,,,TM-INT-9286,12060.0,4049.74,2022/10/25,2024-05-07,Legacy trademark record
TM-0685,CL-0261,GREENTECH,design,Trademark for GREENTECH,Computer software and hardware,"17, 45",,87/507017,,26 December 2018,,,,,,Europe,EUIPO,pending,,,,,ATT-2736,TM-INT-9615,10606.66,10605.54,07 July 2022,,
TM-0686,CL-0304,NATURALS,combined,Trademark for NATURALS,Educational services,"38,42,45",,89/767215,,11/15/23,"May 05, 2018",,22 July 2024,N/A,2034/06/08,GB,UKIPO,registered,,,,,ATT-6394,TM-INT-1695,14608.08,,2023/05/12,31/08/23,
TM-0687,CL-0044,WELLNESS,logo,Trademark for WELLNESS,Financial services,"18,36,10",,90/170133,,04/10/2019,,1900-01-01,2022/01/20,22-05-2029,03-01-2032,Europe,EUIPO,opposed,,,,,ATT-3458,TM-INT-1897,10933.43,11508.37,10/08/2022,2023-02-24,
TM-0688,CL-0418,CYBERTECH,word,,Medical devices,"17,19,21",,90/224086,6312473,19-07-2020,,13-05-2019,,,,USA,USPTO,cancelled,,use-in-commerce,,,ATT-4836,TM-INT-5313,9106.54,3415.07,19/03/21,01/26/2023,
TM-0689,CL-0135,CAREPLUS90,design,Trademark for CAREPLUS90,Medical devices,"9, 45","27.05.01, 26.01.03",87/367508,,16 July 2020,,02-19-2020,,,,JP,JPO,opposed,,,,,,,4253.95,3762.79,2021/07/08,07-07-2024,
TM-0690,CL-0383,SMARTSYS,logo,Trademark for SMARTSYS,Telecommunications services,"44,45,19",,88/126221,,"November 12, 2020","March 04, 2018",,,,,Europe,EUIPO,opposed,,,,,ATT-2688,TM-INT-8399,12157.0,,12-18-2018,2024/01/14,
TM-0691,CL-0378,TECHPRO664,design,Trademark for TECHPRO664,Computer software and hardware,25,"27.05.01, 26.01.03",87/643633,,19/01/22,,"May 25, 2024",2023-02-19,00/00/0000,2029/09/25,EU,EUIPO,expired,,,,,ATT-4710,TM-INT-9356,10112.64,3967.94,11/10/18,N/A,
TM-0692,CL-0001,INNOVATEX,,,Medical devices,"5,3,20",,90/911721,,2019/05/18,,05 July 2024,,,,JP,JPO,cancelled,,,,,,TM-INT-2468,3326.19,,2019/01/02,,
TM-0693,CL-0314,GREENTECH,combined,Trademark for GREENTECH,Food and beverages,"12,11,45",,88/910197,6575119,04/08/20,06 September 2021,10 December 2024,,,,Europe,EUIPO,abandoned,,,,,ATT-5473,TM-INT-4880,9404.49,,00/00/0000,,Legacy trademark record
TM-0694,CL-0342,TECHSTREAM,logo,Trademark for TECHSTREAM,Automotive parts,11,,87/288014,5983139,10/19/2020,11/13/22,,,,,EU,EUIPO,opposed,,,,,ATT-3574,TM-INT-9526,4845.29,5928.05,19 November 2020,,Legacy trademark record
TM-0695,CL-0086,TECHMASTER,logo,Trademark for TECHMASTER,Telecommunications services,"30,25","27.05.01, 26.01.03",89/426399,6430557,16/03/2019,10-15-2022,,,,,United States,USPTO,cancelled,,use-in-commerce,2016-01-06,24/02/2019,ATT-2414,TM-INT-2061,4627.36,9370.0,16/03/19,,
TM-0696,CL-0216,TECHSTREAM,logo,Trademark for TECHSTREAM,Automotive parts,17,,88/585647,5511802,24-06-2020,07/09/2018,07/14/19,,,,Europe,EUIPO,pending,,,,,ATT-4795,,,,16/03/2021,,
TM-0697,CL-0050,ORGANIC,logo,Trademark for ORGANIC,Construction materials,"42,25","27.05.01, 26.01.03",90/627743,6224552,01/01/2022,,,,,,DE,DPMA,published,,,,,ATT-5137,TM-INT-2427,6347.39,,13-08-2020,01-12-2023,
TM-0698,CL-0005,LIFETEC,word,,Construction materials,"11,10,16",,88/871877,6054199,2019/06/11,,,,,,JP,JPO,registered,,,,,,TM-INT-1909,5536.86,10527.23,31 July 2021,2023-11-12,
TM-0699,CL-0382,WELLNESS,design,Trademark for WELLNESS,Clothing and apparel,1,,87/425963,6391946,10/07/22,,10-29-2024,,,,USA,USPTO,abandoned,,1(a),,,,,,,06/18/22,2023/11/21,
TM-0700,CL-0118,SMARTFLOW,,,Clothing and apparel,"21, 1, 42",,87/489022,,09/06/19,,,,,,United States,USPTO,expired,,,,,ATT-5833,TM-INT-2180,5316.39,2852.24,2019-10-24,12/11/23,
TM-0701,CL-0398,INNOVATECH,word,,Medical devices,"45, 18",,87/419115,,"February 06, 2020",,,"October 29, 2020",07-25-2029,01-19-2028,US,USPTO,cancelled,,1(b),,,,TM-INT-5730,9232.58,9396.33,13 May 2022,04-07-2023,
TM-0702,CL-0058,WELLNESS,composite,,Computer software and hardware,45,,89/888614,,01/27/19,,11/13/2022,08/25/2021,10/26/25,12-27-2029,JP,JPO,published,,,,,ATT-6602,TM-INT-7291,2231.85,10840.34,"March 03, 2022",23-09-2024,
TM-0703,CL-0295,CAREPLUS,logo,Trademark for CAREPLUS,Food and beverages,42,"27.05.01, 26.01.03",87/488802,,03/05/2022,,20 August 2020,,,,GB,UKIPO,registered,,,,,ATT-6426,,5752.88,,10-04-2018,N/A,Legacy trademark record
TM-0704,CL-0321,BIOSAFE,,,Financial services,21,,87/126053,6741327,13/10/19,,,2023-08-10,2030-07-12,2034-10-03,DE,DPMA,registered,,,,,ATT-9117,TM-INT-9642,9518.11,6917.17,21-01-2019,21 August 2023,
TM-0705,CL-0314,TECHMASTER,word,,Food and beverages,28,,90/844408,5923871,2023-08-06,21 February 2019,01/26/21,04 October 2022,00/00/0000,2030-03-05,United States,USPTO,cancelled,,1(a),,,ATT-7903,TM-INT-9437,7066.1,9440.6,01/17/2022,02/29/2024,
TM-0706,CL-0361,DATAFLOW,design,Trademark for DATAFLOW,Financial services,"20,42,17","27.05.01, 26.01.03",90/919725,,01-02-2018,,25/01/2021,,,,EU,EUIPO,abandoned,,,,,ATT-6944,TM-INT-7558,10280.4,8151.32,26/03/19,12/12/2024,
TM-0707,CL-0434,HEALTHPRO356,,,Pharmaceutical preparations,"45,19,28",,88/876654,,00/00/0000,,01/07/24,"April 10, 2024",09-29-2030,02/12/30,JP,JPO,pending,,,,,,,8149.29,2374.02,"March 24, 2022",19 February 2024,
TM-0708,CL-0283,DATATECH,design,Trademark for DATATECH,Clothing and apparel,20,"27.05.01, 26.01.03",87/655158,5542680,04/27/2022,27-05-2018,09/08/2024,08/22/23,2028/01/28,08/02/2028,CN,CNIPA,cancelled,,,,,ATT-3922,,4547.08,10232.24,"February 12, 2018",2023/09/30,
TM-0709,CL-0187,INNOVATECH,logo,Trademark for INNOVATECH,Food and beverages,"5, 29","27.05.01, 26.01.03",89/169407,,10-09-2023,,11 February 2020,,,,Europe,EUIPO,abandoned,,,,,,,2550.43,,04-09-2018,"April 23, 2024",
TM-0710,CL-0487,ADVANCEDSYS221,word,,Construction materials,"3,16",,87/675494,,24 June 2022,,,03/30/23,2026-02-21,05/19/28,DE,DPMA,abandoned,,,,,ATT-1836,TM-INT-2965,,,10/06/2019,,
TM-0711,CL-0086,ADVANCEDSYS388,design,Trademark for ADVANCEDSYS388,Medical devices,"3, 25","27.05.01, 26.01.03",87/336105,,14 May 2019,2020/10/30,2020/07/30,,,,JP,JPO,expired,,,,,ATT-4297,,5087.4,10803.99,05 May 2021,2023-01-08,
TM-0712,CL-0391,NEXGEN348,composite,,Medical devices,10,,88/669818,,27/07/2018,06-20-2021,09/11/2024,,,,JP,JPO,cancelled,,,,,ATT-6768,,12786.14,,09/16/23,05/10/23,Legacy trademark record
TM-0713,CL-0149,SYSTEMCORE,composite,,Clothing and apparel,"32,44",,89/410093,,11/15/2021,,12/03/19,,,,US,USPTO,pending,,use-in-commerce,15/01/2021,05/23/2019,ATT-3665,,6271.09,2438.73,03-23-2022,,
TM-0714,CL-0218,WELLNESS,combined,Trademark for WELLNESS,Medical devices,18,"27.05.01, 26.01.03",88/578275,,02/03/2018,2018-11-23,07/25/22,26/01/22,26-05-2030,30-03-2029,EU,EUIPO,cancelled,,,,,ATT-4210,TM-INT-1446,,6812.43,18-08-2020,,
TM-0715,CL-0349,BIOSAFE,word,,Construction materials,12,,89/844964,,12-13-2022,,,,,,US,USPTO,pending,,intent-to-use,,,,,12072.43,8991.64,17/12/2020,,Legacy trademark record
TM-0716,CL-0031,WELLNESS,,,Medical devices,5,,87/958580,,2023-03-05,,2022/10/31,20/01/21,11/02/2030,07/18/29,JP,JPO,registered,,,,,ATT-6904,,6862.93,2968.0,08/03/18,,Legacy trademark record
TM-0717,CL-0097,HEALTHPRO301,,,Automotive parts,"16,1",,89/743523,5470062,23/08/2023,25 October 2020,14/05/22,,,,JP,JPO,pending,,,,,ATT-7495,,6230.49,9787.17,2022/02/25,,
TM-0718,CL-0397,NOVALUX,logo,Trademark for NOVALUX,Telecommunications services,"35, 45, 12","27.05.01, 26.01.03",89/281278,,10-05-2019,,11/01/2020,07/27/2020,30/08/2026,08/26/2032,Europe,EUIPO,opposed,,,,,,,,,"March 10, 2021",2023-02-23,
TM-0719,CL-0477,CYBERSHIELD,,,Automotive parts,"3,41,28",,88/377893,,25 January 2018,,"May 11, 2019",,,,JP,JPO,pending,,,,,,TM-INT-2197,4788.53,10780.04,10 December 2022,28/05/23,
TM-0720,CL-0395,SMARTFLOW,,,Clothing and apparel,41,,87/165001,,12/06/2018,09/19/20,,00/00/0000,25/10/29,"November 19, 2032",Europe,EUIPO,opposed,,,,,,TM-INT-1525,11395.77,8542.93,03-06-2020,2023/07/22,
TM-0721,CL-0133,DRIVETEC,,,Telecommunications services,"28, 18",,89/137175,6234506,27-08-2022,,12/02/20,,,,USA,USPTO,opposed,,1(a),,,,,8016.57,,2022/07/12,19 March 2023,
TM-0722,CL-0107,TECHSTREAM219,composite,,Clothing and apparel,"21,38,18",,90/283097,6132404,21/05/18,,10/18/20,,,,JP,JPO,published,,,,,ATT-4857,,,6602.45,11-04-2018,,
TM-0723,CL-0034,CAREPLUS,logo,Trademark for CAREPLUS,Computer software and hardware,"29,10,18",,88/494502,6190111,05-02-2019,,"April 17, 2021",07/27/2021,10-02-2030,18/04/31,DE,DPMA,cancelled,,,,,,TM-INT-6822,12330.41,,10-01-2018,,Legacy trademark record
TM-0724,CL-0207,NEXGEN,logo,Trademark for NEXGEN,Clothing and apparel,"41,17",,87/738341,,17-05-2019,,,,,,EU,EUIPO,expired,,,,,ATT-4657,TM-INT-4845,6550.65,,09-08-2021,18 March 2024,
TM-0725,CL-0426,SMARTFLOW,combined,Trademark for SMARTFLOW,Educational services,11,"27.05.01, 26.01.03",87/722751,,24/10/2019,,,,,,GB,UKIPO,pending,,,,,ATT-3363,TM-INT-8883,12099.8,10807.76,24 January 2020,,
TM-0726,CL-0472,MOTORPRO476,design,Trademark for MOTORPRO476,Financial services,"41,12,5",,90/797905,6846680,2018/07/10,06-09-2021,2019/08/17,01/07/2024,"February 19, 2026",16-11-2031,GB,UKIPO,opposed,,,,,,TM-INT-8286,3753.78,,11-27-2018,08/04/2024,
TM-0727,CL-0226,GREENTECH,word,,Telecommunications services,11,,87/111958,,17/01/20,"October 15, 2018",16/08/2021,,,,Europe,EUIPO,published,,,,,ATT-5731,TM-INT-6408,9192.94,,2023/09/09,07 June 2023,Legacy trademark record
TM-0728,CL-0419,MOTORPRO,composite,,Computer software and hardware,"44,16,11",,89/753381,,"October 30, 2023","December 01, 2022",19 November 2023,,,,CN,CNIPA,registered,,,,,ATT-4899,,6432.14,4928.08,27-07-2023,,
TM-0729,CL-0063,CYBERSHIELD,,,Medical devices,"32,1,30",,89/933203,,"February 15, 2018",30-01-2019,,,,,JP,JPO,cancelled,,,,,,TM-INT-7199,6918.89,,26/01/23,,
TM-0730,CL-0300,GREENTECH,design,Trademark for GREENTECH,Automotive parts,"18, 16, 29",,87/495420,,10-21-2018,,2020-07-14,,,,EU,EUIPO,pending,,,,,ATT-9146,TM-INT-3285,,9824.58,14 May 2020,,
TM-0731,CL-0400,SYSTEMTECH,word,,Telecommunications services,"30,38",,87/906337,,"May 08, 2022",1900-01-01,29/03/2021,,,,CN,CNIPA,registered,,,,,ATT-6595,TM-INT-3861,5914.08,4427.4,2023/02/26,"June 30, 2024",
TM-0732,CL-0234,ECOPACK16,word,,Pharmaceutical preparations,28,,89/502306,,02/13/2018,,,Unknown,01/24/25,28 July 2034,Europe,EUIPO,opposed,,,,,ATT-4653,TM-INT-4007,7808.94,8066.9,21/11/22,,
TM-0733,CL-0376,NEXGEN,composite,,Educational services,"32,3",,90/715107,,16/02/21,,06/01/19,,,,GB,UKIPO,expired,,,,,ATT-7817,TM-INT-1793,5531.52,7999.0,N/A,2023/10/15,
TM-0734,CL-0389,NATURALS,design,Trademark for NATURALS,Financial services,"3, 35",,87/558043,5205354,"November 21, 2019",2019-09-16,09/04/21,,,,US,USPTO,published,09/12/24,,,,ATT-2229,TM-INT-9457,,10149.69,17/11/23,07/16/24,
TM-0735,CL-0290,GREENTECH,,,Clothing and apparel,"41,20,44",,90/169277,,11/12/20,09/22/2022,26-03-2023,,,,EU,EUIPO,abandoned,,,,,ATT-2089,TM-INT-9115,,,N/A,07-14-2024,Legacy trademark record
TM-0736,CL-0383,INNOVATECH,word,,Educational services,"20,25",,90/414489,,2020/12/23,13 April 2022,2024/08/04,,,,JP,JPO,abandoned,,,,,ATT-2485,TM-INT-4610,9545.51,,04 March 2023,,
TM-0737,CL-0304,CAREPLUS,combined,Trademark for CAREPLUS,Clothing and apparel,"28,30",,88/133079,5986795,02/11/2020,,2019-09-15,30 August 2023,10/21/28,18 January 2028,CN,CNIPA,registered,,,,,,,2029.95,8957.12,03 December 2023,,
TM-0738,CL-0489,DRIVETEC763,composite,,Financial services,"18,41",,87/373442,,11-01-2020,"January 05, 2019",,,,,EU,EUIPO,cancelled,,,,,ATT-3883,TM-INT-8693,,,08/11/2021,01/19/2023,
TM-0739,CL-0361,NEXGEN,composite,,Computer software and hardware,"28, 25, 12",,87/583586,,2022-05-06,12/16/20,10/15/2022,,,,Europe,EUIPO,published,2025-08-24,,,,ATT-2903,TM-INT-4295,7183.5,3415.81,10/02/2020,,
TM-0740,CL-0152,LIFETEC,composite,,Automotive parts,"38,20",,87/252219,6892955,18/01/2019,18-08-2019,"April 07, 2020",,,,DE,DPMA,published,,,,,ATT-3088,TM-INT-1676,11275.67,7189.8,26/12/2018,,
TM-0741,CL-0362,LIFETEC,word,,Construction materials,"18,30,3",,90/747986,6849050,2020/11/06,,,,,,EU,EUIPO,abandoned,,,,,ATT-3876,TM-INT-5839,12815.48,,27 October 2023,,
TM-0742,CL-0436,DATATECH,word,,Medical devices,"42, 28",,87/709056,,2023-01-30,09-23-2021,2019/02/22,,,,GB,UKIPO,opposed,,,,,ATT-6624,TM-INT-7099,2285.8,,Unknown,27/02/2024,
TM-0743,CL-0044,INNOVATEX,design,Trademark for INNOVATEX,Computer software and hardware,"28, 1, 3","27.05.01, 26.01.03",89/655504,5092519,2018-05-29,29-03-2018,,,,,USA,USPTO,pending,,use-in-commerce,"July 30, 2018",2017/11/06,,TM-INT-2185,11168.79,,04-07-2021,,
TM-0744,CL-0412,DATATECH,logo,Trademark for DATATECH,Pharmaceutical preparations,"30,32","27.05.01, 26.01.03",90/497358,,03 February 2018,2022/12/14,07/14/23,,,,Europe,EUIPO,expired,,,,,,TM-INT-4638,7788.55,5962.74,2021-10-16,,
